,GSM8391918_H23-Ctrl.CEL.gz,GSM8391919_H23-KRAS-C12.CEL.gz,GSM8391920_H358-Ctrl.CEL.gz,GSM8391921_H358-KRAS-C12.CEL.gz,GSM8391922_H1792-Ctrl.CEL.gz,GSM8391923_H1792-KRAS-C12.CEL.gz,GSM8391924_H441-Ctrl.CEL.gz,GSM8391925_H441-KRAS-V12.CEL.gz,GSM8391926_H1299-Ctrl.CEL.gz,GSM8391927_H1299-KRAS-C12.CEL.gz,GSM8391928_H1299-KRAS-V12.CEL.gz,GSM8398301_HBEC3.CEL.gz,GSM8398302_HBEC3-K.CEL.gz,GSM8398303_HBEC3-p53.CEL.gz,GSM8398304_HBEC3-p53K.CEL.gz
X1559600_at,7.418682677,7.359848619,7.418682677,7.436202124,7.439143476,7.461443304,7.535626224,7.654529056,7.329213015,7.379502128,7.167550496,7.539588068,7.437013982,7.402289683,7.444823152
X1559601_at,5.258465583,5.333343734,5.369581111,5.383966547,5.308407617,5.252739233,5.374856738,5.45437137,5.461559941,5.493466874,5.430423569,5.408838874,5.394946249,5.394946249,6.403245707
X1559603_at,5.636072189,5.638367131,5.342760573,5.464670747,5.332552359,5.365656286,5.432633417,5.343639845,5.386759605,5.329223083,5.317274034,5.469548945,5.582887125,5.11008973,5.398493094
X1559605_a_at,5.561580219,5.545649078,5.42842707,5.258336433,5.505422416,5.430719464,5.408026645,5.397365567,5.329179766,5.481545183,5.42842707,5.584723002,5.592297695,5.580331331,5.771764219
X1559606_at,4.218174407,4.241417982,4.424712823,4.578501594,4.238574041,4.344292842,4.337035493,4.425390741,4.244257831,4.344292842,4.380833699,4.545945971,4.093887949,4.780207272,4.320759282
X1559607_s_at,5.692463017,5.734594988,6.539307359,6.309434655,5.505446793,5.609151959,5.689908046,5.692710855,5.848098191,5.657880356,6.048967062,6.726372743,5.718512306,7.749472711,5.763719358
X1559611_at,5.08265295,4.955662451,4.883158688,4.953708126,4.982877618,4.963043436,5.086815126,4.92040692,4.865158678,5.079364571,5.041062327,4.987656573,5.301730797,5.092640939,5.163398801
X1559612_at,4.007958449,4.034064813,4.030532937,3.987397612,3.993268359,4.030532937,4.030532937,4.067967909,4.049543674,4.053407815,4.065748775,4.046321071,3.988975143,3.97199221,4.012327489
X1559614_at,5.053616607,5.159327934,5.047478952,4.969721566,5.107998061,5.180645419,5.232919254,5.178099414,5.090307699,5.384101624,5.565863228,5.222633087,4.98999114,5.155772792,5.583696725
X1559616_x_at,5.782383959,5.794865188,5.791220494,5.842553563,5.734992059,5.949834477,5.911647116,6.005476412,5.827729859,5.997854973,6.001681314,5.862419742,5.722870553,5.77977689,5.384749617
X1559617_at,5.198402445,5.181965455,5.074213165,5.071718077,5.209316969,5.209316969,5.323056611,5.286028087,5.16374378,5.466824459,5.209316969,5.152868461,5.210040438,5.209316969,5.636491047
X1559618_at,6.122265352,6.242123997,6.135752892,6.308029818,6.199584881,6.12615968,6.280693633,5.899121088,6.04415095,6.28153235,6.092912543,6.479238389,6.674405051,6.219514819,6.463465127
X1559620_at,5.919067594,6.078145374,5.989960324,6.003515709,6.161438501,6.0504485,6.003515709,5.919067594,5.946423133,6.20106562,5.98591645,6.22347431,6.26113815,5.923721582,6.24786517
X1559621_at,4.460424586,4.449022057,4.442989149,4.500445332,4.447015742,4.447200844,4.435159989,4.476010908,4.519200743,4.375914426,4.615078074,4.451623624,4.530243915,4.655582738,4.71714067
X1559622_at,4.84944676,4.795606883,4.607022967,4.833235888,4.792186649,4.841197554,4.884943637,4.845538877,4.692872785,4.764269304,4.768262069,4.965444693,4.846790644,4.936026387,4.737522972
X1559623_at,6.969528115,6.992334373,6.929978869,6.974750774,7.028953363,6.912303756,7.127286488,7.071779434,7.016071452,7.20687245,7.299748638,6.860898829,6.953611636,6.984880469,7.024592038
X1559624_at,4.811534552,4.846358999,4.984223457,4.946194518,4.904579051,4.92177786,4.864251996,4.904579051,4.946194518,5.001320282,5.063516559,5.17131132,5.060862369,5.091854288,4.96409047
X1559627_at,5.402189956,5.526093258,5.32414756,5.363988541,5.409019288,5.248979337,5.432357231,5.400701396,5.572164089,5.417741817,5.683297169,5.451767648,5.460141174,5.508058198,5.413993578
X1559629_at,7.25290616,7.69353333,7.402402394,7.228088056,7.492057296,7.398950452,7.572554253,7.345599808,7.355527076,7.537680319,7.617079596,7.521362351,7.444182494,7.377759386,7.739699545
X1559630_at,5.458173405,5.731515959,5.446111619,5.356932091,5.513197527,5.458173405,5.648063133,5.262001157,5.374498382,5.668657731,5.651522536,5.514080362,5.412990754,5.514019146,5.516717778
X1559631_at,5.295336469,5.274460058,5.178656931,5.357677033,5.357677033,5.357677033,5.162735358,5.252482256,5.24483672,5.389191142,5.22647876,5.608376819,7.638344335,5.690124376,7.904256385
X1559633_a_at,4.836416355,4.659930508,5.754884373,5.077206576,4.574466031,4.428894666,4.493735584,4.536729522,4.490053892,4.541320187,4.69136601,4.919389085,4.806627008,4.630065412,5.041052464
X1559634_at,5.096787553,5.245235845,5.247298133,5.123978827,5.122667675,5.272199661,5.515440096,5.239843464,5.15192673,5.170767278,5.356237975,5.153670071,5.523187671,5.19084204,5.482347859
X1559635_at,6.010471503,6.180912894,5.773151428,6.067533375,5.960000944,6.128715441,6.029240023,6.107008308,6.128671528,5.997537061,6.141715524,6.322555508,6.52601819,6.107008308,6.285986305
X1559638_at,7.971471217,8.266615557,7.63445529,7.730256319,7.843389847,7.769038857,7.759154862,7.558503455,7.532216782,7.6770375,7.844978335,8.213149626,8.311507306,8.187696765,8.762578132
X1559640_at,4.346433266,4.337451782,5.447921334,5.302659578,4.302447225,4.271534043,4.420835087,4.637707521,4.163640788,4.347319124,4.402626809,4.598392605,4.512322936,4.198843344,4.402626809
X1559641_at,5.078547137,5.104001668,5.074895594,5.303915393,5.066643926,5.296544256,5.326792761,5.429187443,5.170358521,5.391311153,5.516021833,5.078067682,5.032203168,5.124443871,4.374562307
X1559642_a_at,5.941220279,6.071487709,6.144973412,6.13469758,5.996815395,6.301565499,6.104060693,6.159914316,6.136081512,6.359351909,6.368124224,6.142446399,6.167584326,6.063965612,6.136081512
X1559645_at,6.697137314,6.702074008,6.60112183,6.481018714,6.655935101,6.591120124,6.917229802,7.001141143,6.656422964,6.54470721,6.70882682,7.026553205,6.817197506,6.702074008,6.611619579
X1559646_a_at,5.630108665,5.675329387,5.653783013,5.454555997,5.482146488,5.447813146,5.653783013,5.67621967,5.80157659,5.805271963,5.554182973,5.92676296,5.629095496,5.893013943,5.653783013
X1559648_at,5.445974819,5.488404272,5.459590787,5.314515778,5.243234111,5.455605127,5.563715922,5.29000145,5.343240721,5.409258813,5.698449171,5.550738506,5.353002372,5.544873586,5.412429045
X1559650_at,4.53069707,4.557392397,4.485817869,4.414186381,4.68990121,4.576829709,4.526712442,4.727573126,4.710877565,4.641195387,4.763246513,4.484465457,4.59447379,4.557392397,4.460872866
X1559651_at,5.104978841,5.433558065,5.139686746,5.08319709,4.914851445,5.029943231,5.136845748,5.200631179,5.463141011,5.189905736,5.433840784,5.103720398,5.003754639,4.996085196,5.125140686
X1559652_at,4.005262782,4.116930798,4.111700902,4.149506735,4.069742662,4.038184904,4.040680877,4.183425943,4.295434421,4.07798603,4.089514738,4.131959059,4.129827259,4.02286981,4.053038114
X1559653_at,4.036842133,4.067476412,3.972543954,3.981656361,3.980419935,4.098774177,4.07495657,4.231385356,4.202657265,4.067476412,4.037075804,4.076753716,4.091063934,4.095937549,4.011464947
X1559654_s_at,6.728011321,6.72475701,6.82083612,6.726583118,6.614318384,6.358261001,6.834620224,6.558436276,6.555712957,6.468705557,6.452434227,6.877180673,7.125376072,6.72475701,7.543076106
X1559655_at,4.73890149,4.853469092,4.639507233,4.643621408,4.609901914,4.868075637,4.643359788,4.805724256,4.7734567,5.069057639,4.904579051,4.719515842,4.844492054,4.861876584,5.085134566
X1559656_a_at,5.341275643,5.541620407,5.589630422,5.761658205,5.381840814,5.500285412,5.552730679,5.569843523,5.775354705,6.106011123,6.14895489,5.413360481,5.296483179,5.461681198,5.441651614
X1559658_at,6.324055469,6.360003993,6.324055469,6.321039765,6.056914725,6.184694896,6.605034033,6.273207006,6.583822539,6.236191982,6.42001576,6.279522261,6.451618143,6.348581602,6.445483505
X1559661_at,5.291528845,5.270015423,5.380420898,5.311845643,5.244469855,5.311845643,5.436573331,5.335922043,5.418885983,5.042317789,5.674454799,5.282287539,5.371873559,5.19787486,5.328211835
X1559663_at,4.313695993,4.330606021,4.344075891,4.2502769,4.284050984,4.381294372,4.3751919,4.481571537,4.330606021,4.166344072,4.169761344,4.347464249,4.232684174,4.306607333,4.213906127
X1559664_at,4.702681472,4.749539704,4.565882289,4.770632936,4.377029908,4.749539704,4.69048559,4.692814076,4.80005974,4.579781637,4.700937022,4.996515387,4.787738869,5.065922476,5.751077311
X1559665_at,4.423328598,4.266277769,4.208919519,4.160210496,4.251109912,4.289917159,4.189532243,4.253448622,4.206922279,4.343847712,4.313412591,4.311674073,4.265487688,4.265032639,4.610114816
X1559667_at,6.764353319,7.142875446,6.552802469,6.50597978,6.866512656,6.884545959,6.85931706,7.114622797,7.081938081,7.338677392,7.136579027,7.452380673,6.325420311,7.786641623,6.5541269
X1559668_s_at,6.049804708,6.208458264,6.049804708,6.091804761,5.685528161,5.954387679,6.168987893,6.03125551,5.709814509,5.943216405,5.964508998,6.273758019,6.173208025,6.183934732,5.998465602
X1559670_at,4.415356131,4.273912139,4.202053433,4.292254684,4.378825706,4.310834062,4.370314944,4.281066685,4.151068297,4.450612751,4.374247952,4.411456926,4.260071433,4.321217824,4.566384198
X1559672_a_at,5.95114364,6.02549673,6.933365322,6.693302709,5.887031029,6.02549673,5.929236843,6.017028558,6.664918436,6.531221209,6.803835291,5.932133651,5.629224827,5.670027788,5.980675563
X1559674_at,7.224294554,7.342715407,7.355563676,7.422383304,7.1236289,7.595014934,7.233260928,7.428700599,7.773538112,7.528054071,7.992032151,7.231813409,7.426247815,6.978901749,6.73377018
X1559675_at,6.995053368,6.995053368,7.101254711,7.083326315,6.990487237,7.157085863,7.215393036,7.311611966,6.731902447,6.869963426,6.995053368,7.021631692,6.688301405,6.781469532,6.96472135
X1559676_a_at,5.453594827,5.438800633,5.322566483,5.576662076,5.543508718,5.511576302,5.565158926,5.565450901,5.565158926,5.490255449,5.462396577,5.906602862,5.858159531,5.951330494,6.103575561
X1559678_s_at,5.058732685,4.900625118,4.519356618,4.521149431,4.631659332,4.606489636,4.623499513,4.647481338,4.493553444,4.720996698,4.501644232,4.670651382,4.495724877,4.620867719,4.55953562
X1559679_a_at,7.424475229,7.461170649,7.561742804,7.461170649,7.526101102,7.408206128,7.639545304,7.359201304,7.461170649,7.409772885,7.471973649,7.695876169,7.375834149,7.511003701,7.19150207
X1559680_at,4.836582597,4.862367405,4.74609813,4.831870669,4.866619389,4.93957447,4.84944676,4.75941504,4.968968349,5.221779229,5.15043132,4.931115564,4.866619389,4.996150467,4.942167427
X1559681_a_at,5.591586221,5.160406822,5.481443123,5.257558927,4.972352081,5.005202122,5.314515778,5.006233984,5.242581,5.17373472,4.773878961,5.196085072,5.145316095,5.199635551,5.724357747
X1559682_at,8.444507292,8.28956717,8.121420601,8.159632297,8.339765275,8.231028686,8.167399373,8.314448147,7.98159899,8.178832433,8.519202738,8.549804729,8.343137783,8.655235822,8.549876191
X1559683_at,5.148578102,5.231165321,5.086792043,5.136756704,5.171623543,5.341213754,5.231165321,5.307034388,5.351711845,5.378446876,5.385348073,5.308593213,5.114192026,5.244064936,5.447301382
X1559685_at,4.205046762,4.205046762,4.134560863,4.064522061,4.227263988,4.14940076,4.31780404,4.222569377,4.167557382,4.238632048,4.462630617,4.183333567,4.156089278,4.302317775,4.252290394
X1559686_a_at,5.514244971,5.441768882,5.366447285,5.477717852,5.222877754,5.302211396,5.46879497,5.551879195,5.441768882,5.413355455,5.547137761,5.413719237,5.465506591,5.397993479,5.541428488
X1559687_at,5.910793675,5.910793675,5.910793675,5.965384149,5.781760037,5.901013829,5.990484271,5.842484988,5.78974723,5.743928091,5.76119308,6.029823826,6.066877482,6.019619985,6.396705906
X1559688_at,4.689476924,4.749561807,4.591902416,4.364286286,4.67385544,4.472660729,4.62629043,4.688246435,4.777261171,4.744609215,5.154547754,4.853901617,4.385932343,4.915830366,4.881791441
X1559689_a_at,5.181965455,5.181965455,5.165603615,5.083291765,5.116585023,5.181965455,5.278481182,5.173245323,5.153288849,4.983863186,5.25524559,5.181965455,5.071931286,5.222246952,5.207512919
X1559691_at,6.620901836,6.741301607,6.293933385,6.594120704,6.165833986,6.755900392,6.351164697,6.852457674,6.235925203,6.21454677,6.216665552,6.599095033,6.968037309,6.874029506,6.446204059
X1559692_at,5.763856406,5.687765828,5.769811084,5.849888843,5.809413566,5.660519264,5.779185561,5.709798222,5.779185561,5.668863166,5.836781895,5.909430747,6.158140078,5.997316083,6.214674922
X1559695_a_at,5.311845643,5.458723872,5.297992351,5.08319709,5.311845643,5.097040838,5.132217489,5.309434193,5.394021232,5.364864479,5.51266983,5.323713512,4.805451544,5.274566273,6.006542469
X1559696_at,6.979050145,7.095575797,7.177795453,7.033973282,7.02194095,7.102461539,7.031673549,7.071971631,7.509471665,7.298257592,7.127497334,6.890649659,6.905713356,7.243004937,7.071971631
X1559697_a_at,5.488053761,5.441768882,5.519705052,5.535254863,5.352119342,5.575488038,5.521307053,5.521307053,5.784320568,5.521307053,5.610771011,5.569843523,5.547276494,5.480838201,5.594730776
X1559699_at,4.346433266,4.455022651,4.477177155,4.442343788,4.391574566,4.348492783,4.544907295,4.45836133,4.49866286,4.544784718,4.536804989,4.394141762,4.460872866,4.681328572,4.650099291
X1559701_s_at,5.36667898,5.194402719,5.36667898,5.44981151,5.16268884,5.311845643,5.354631263,5.594352873,5.774692224,6.219880704,5.739332513,5.417377531,5.088358415,5.119716431,5.111325784
X1559702_at,6.4821162,6.680873576,6.375693437,6.269782879,6.406199434,6.336090927,6.42969322,6.234596629,6.248308823,6.762357941,6.848147342,6.406199434,6.352088398,6.601592299,6.822809794
X1559705_s_at,6.394731403,6.242468066,7.036932614,6.235016087,6.73932097,6.893117394,6.343501647,6.165903219,6.18944587,6.067031502,5.918413582,6.243716175,5.411375709,6.112931301,5.387061244
X1559706_at,4.589328592,4.555732598,4.644706325,4.656411973,4.636108344,4.678285674,4.665389425,4.644706325,4.69118384,4.680965676,4.465224011,4.821793811,4.879237047,4.570626786,4.856384906
X1559707_at,4.39746392,4.376731181,4.217664773,4.391811355,4.33773686,4.227922789,4.208879632,4.292870906,4.472325414,4.33773686,4.286819573,4.373104219,4.514594351,4.357203982,4.380288805
X1559709_at,4.44470622,4.485116363,4.534941389,4.468121407,4.402760981,4.339421276,4.518131838,4.497411972,4.592547098,4.501806399,4.527103255,4.518131838,4.544065754,4.527580496,4.790528861
X1559711_at,5.91785079,5.892162023,5.891800498,5.774688853,6.021066445,5.858461263,5.966607558,5.793626037,5.875232352,6.251314344,6.118566442,5.977181416,5.76255267,5.91785079,5.553018506
X1559712_at,6.564632656,6.574596617,6.730782139,6.601605286,6.555544952,6.574261377,6.686508192,6.461736886,6.56661339,6.490778604,6.640104732,6.534757326,6.518471221,6.433854808,6.734309687
X1559713_at,6.252871952,6.37251741,6.290368445,6.490718764,6.318855431,6.231013816,6.556378551,6.317695996,6.349473657,6.209131446,6.323656456,6.497633813,6.349473657,6.407708911,6.312428243
X1559714_at,6.058540431,6.275000987,6.072549692,6.122221494,6.107241567,6.107241567,6.210802699,6.10223097,5.95488143,5.997423401,6.103261272,6.124451453,5.915518943,6.013925581,6.557208375
X1559715_at,7.720515235,7.901515732,7.764915008,7.852851858,7.865103234,7.764596681,8.085175519,7.856353501,7.986794137,7.815679753,7.865103234,7.914582979,7.753971523,8.113160832,7.780237174
X1559716_at,7.743470581,7.713960476,7.790385864,7.6037085,7.785674662,7.789158569,7.597620929,7.360903962,7.610319993,7.505558525,7.781186696,7.688933088,7.753990358,8.171272321,7.799543427
X1559722_at,4.675304564,4.661921527,5.046819535,5.393893517,4.863208299,4.578236885,4.960861533,5.115047551,4.676832797,4.855740745,4.712067282,4.619194025,4.7125251,4.562416704,4.351681259
X1559723_s_at,7.320630143,7.488931375,7.927305724,7.911242885,7.461468809,7.012202161,7.441716528,8.452085216,7.286007397,7.283502644,7.508263921,7.530535614,7.815670678,7.398728637,6.795564397
X1559724_at,4.688951103,4.762780598,4.767914503,4.658094164,4.697464523,4.737287982,4.805768079,4.78899818,4.730441702,4.687039245,4.754666791,4.820681591,4.772962425,4.805527231,4.843051418
X1559725_at,4.159767582,4.077192322,4.061012934,4.099656068,4.073141727,4.15239523,4.134169025,4.052868765,4.293378216,4.372061447,4.133519057,4.228630398,4.207410891,4.15239523,4.626013994
X1559728_at,7.097359285,7.034019383,7.239582795,7.027775269,7.249356213,7.169157587,7.327174484,6.944556665,7.190074042,7.179257788,7.237899735,7.297234059,7.091290777,7.23123373,7.539248079
X1559731_x_at,4.517621009,4.390800629,4.31591896,4.315462609,4.510335584,4.356179595,4.491558329,4.53858073,4.347830073,4.490953579,4.496458619,4.659726979,4.430345207,4.458668625,4.39560783
X1559732_at,5.558726714,5.634050148,5.502316405,5.491508558,5.502316405,5.471262029,5.561557465,5.493508634,5.532844064,5.491465634,5.630699643,5.512585032,5.527126354,5.294407806,5.374068119
X1559735_at,4.730128256,4.787669054,4.883158688,4.845771474,4.812091375,4.845771474,4.845771474,4.845771474,4.845771474,5.196881095,5.059893457,4.971049547,4.619234508,4.998594024,4.839336085
X1559737_at,4.75183604,5.108401671,4.992702543,4.861479543,4.996515387,5.122723329,4.996515387,5.147829088,5.332106879,5.291779952,5.438899219,4.956085144,4.749324445,4.961301282,4.702873765
X1559739_at,5.383287219,5.468023424,5.859473272,5.90460172,6.286783111,6.410351648,4.843526932,5.020266647,6.447306655,6.06391959,5.595068982,5.890961203,5.416053698,5.717176673,5.405576568
X1559745_at,5.440138667,5.440138667,5.402147502,5.440138667,5.440138667,5.39379742,5.470232549,5.300470489,5.374868732,5.346119944,5.469183939,5.643647682,5.671507604,5.272323614,5.588576944
X1559746_a_at,6.191796943,6.113873451,6.946710461,6.706813108,6.037285234,5.999768099,6.984794117,6.50652473,5.88085038,6.262689674,6.344831097,6.149715861,6.078471896,6.262689674,6.020333927
X1559747_at,7.679987029,7.796391884,7.617079596,7.696824981,7.511152257,7.664194166,7.617079596,7.560578144,7.610458197,7.390460079,7.617079596,7.57329438,7.621888043,7.604645824,7.739923353
X1559748_at,6.642208879,6.793182772,6.523260103,6.470580038,6.709965897,6.593348907,6.626281115,6.687594561,6.641195428,6.565741745,6.714090617,7.162624923,7.128670126,6.695960924,7.145083025
X1559753_at,6.913985909,6.955054488,6.612951295,6.684438248,6.926329192,6.926329192,6.984474761,7.05449436,6.966834818,7.041303262,7.24878216,6.908247999,6.499922619,6.72455423,7.140136975
X1559754_at,7.536478912,7.439386536,6.937279564,6.826293638,7.074263087,7.068937972,7.053331212,7.010157691,7.187036122,7.439204479,7.506053336,7.364168237,7.910472259,7.41982804,8.429994478
X1559755_at,7.432289068,7.510761896,7.45430093,7.615930853,7.214380484,7.43792534,7.460020528,7.54492376,7.470666964,7.124506806,7.470666964,7.671732113,7.625208205,7.60616791,7.985167606
X1559756_at,4.742432992,4.399253253,4.505686022,4.642135949,4.31699546,4.483819255,4.517919876,4.690822699,4.511520623,4.337451782,4.56913142,4.493031157,4.793832877,4.467851633,4.792878862
X1559759_at,6.443063212,6.504493025,6.751051429,6.662372687,6.384147062,6.443764771,6.617842552,6.344238306,6.399709293,6.351763414,6.364647728,6.329847168,6.31075818,6.45825121,6.443764771
X1559760_at,4.637535581,4.725082246,4.489729195,4.582039752,4.627543525,4.690125293,4.532781596,4.456273252,4.52035922,4.582039752,4.582039752,4.582039752,4.461714726,4.550997059,4.519679799
X1559762_at,4.547682326,4.581081073,4.637761359,4.756020164,4.6570702,4.545861772,4.835047612,4.736989954,4.594460262,4.565524717,4.566878596,4.498493854,4.566597388,4.60427843,4.490109037
X1559763_at,4.126932336,4.257600249,4.323831914,4.265032639,4.165625245,4.18032751,4.306686283,4.337566097,4.199060768,4.333917311,4.269692383,4.265802618,4.239677379,4.264351126,4.328309262
X1559765_a_at,7.852691603,8.048799268,7.668012498,7.542098687,7.673113919,7.544528738,7.679723561,7.55059309,7.629366868,7.742339724,7.819845698,8.558360052,7.721415037,7.981140101,7.558171389
X1559766_at,6.725315639,6.657538981,6.686546323,6.542572205,6.550078142,6.396441001,6.652698543,6.559036028,6.342864413,6.588336146,6.439185633,6.588336146,6.685843453,6.914742639,6.67001479
X1559770_at,5.256601921,5.098828671,4.975231421,5.018833509,5.074872152,5.147644687,5.180634598,5.394936188,5.160347707,5.085555295,5.094644229,5.255419398,5.293386204,5.089228274,5.133255161
X1559771_at,5.150071956,5.290266597,5.269411712,5.404876942,5.411280605,5.242194373,5.427952332,5.187791463,5.260938325,5.425247998,5.175412063,5.637065031,5.467918482,5.365033321,5.317097326
X1559776_at,7.477498128,7.439140252,6.957814257,6.939761335,6.635102176,6.586664023,7.901685047,8.249971881,7.897739237,7.755832699,8.006267522,11.59317785,9.361113162,10.95913989,9.498403997
X1559777_at,5.097666454,5.123831582,5.128751673,5.023070959,4.966334914,4.940836724,4.995450331,5.009615758,4.987694906,5.133255161,4.8690581,5.252468577,5.593578079,4.987030488,5.411763307
X1559780_at,4.839049581,4.812697904,4.812697904,4.940749251,5.221526129,4.777261171,4.927375985,4.798013102,4.881669391,4.812697904,4.840862182,4.764787294,4.615057166,4.732721156,4.688754724
X1559785_at,5.001559911,5.170521862,4.637059114,4.880616233,4.810607767,4.730554946,4.866408774,4.748411649,4.86015021,4.678440927,4.803936514,4.992022641,5.632303364,5.034855215,5.16505148
X1559787_at,5.472865409,5.593093208,5.593093208,5.664415771,5.355147543,5.587109159,5.706571609,5.475551009,5.484585913,5.75568479,5.806901997,5.604961077,5.847777895,5.532488589,6.41257825
X1559788_at,4.841222802,4.908197476,4.853654238,5.091003382,4.858983224,4.992386015,4.908197476,4.90090796,4.911484741,4.908197476,4.951593411,4.858093486,4.989417429,4.897116812,4.831409412
X1559789_a_at,5.835929094,5.892136009,5.965413932,5.897920293,5.656535,5.830734068,5.706202657,5.853258531,9.062494676,9.553126861,7.990347396,5.842636629,5.708518581,5.947088437,5.621833237
X1559790_at,6.534243767,6.713246953,6.418444126,6.51767657,6.467016352,6.492356438,6.443070191,6.608260544,6.447077861,6.589525793,6.620569178,6.873601533,6.602646308,6.651452085,6.655469226
X1559792_at,4.761666085,4.771003057,4.68389415,4.712449666,4.75746966,4.72183063,4.731964413,4.721628981,4.910895835,4.882306979,4.884385494,4.732291253,4.805450137,4.71346546,5.083764499
X1559795_at,7.450640691,7.474479775,7.150586076,7.361733338,7.271360164,7.141991129,7.361733338,7.173768122,7.333520027,7.286681138,7.481903993,7.618998692,7.588066764,7.68542679,8.230022941
X1559796_at,5.735744844,5.735744844,5.703296932,5.629457391,5.651387662,5.735744844,5.809421246,6.087045341,5.554714378,5.770081555,5.697466456,5.812860483,5.807505336,6.109674992,5.40809516
X1559800_a_at,5.245235845,5.245235845,5.08880218,4.788976452,5.148736464,5.232639009,5.271874969,5.339905229,5.399778699,5.284331963,5.464391786,5.202759702,5.309383558,5.278798251,5.140179095
X1559804_at,5.519801311,5.535229657,5.602204332,5.707302725,5.425969081,5.350192306,5.659636977,5.482831023,5.602204332,5.329911353,5.698925164,5.776554865,5.952708759,5.650705542,6.296808174
X1559806_at,7.540108739,7.766115868,7.515213623,7.603853718,7.593905536,7.417348801,7.62433007,7.641339944,7.421057033,7.490781991,7.786548108,7.79020757,7.646476116,7.979066991,8.306669185
X1559807_at,4.465813237,4.351748833,4.471474766,4.59155739,4.410386194,4.268344459,4.384522977,4.263885788,4.292456632,4.213691113,4.348904462,4.311293065,4.348904462,4.257529201,4.431771805
X1559808_at,6.65244305,6.542102911,6.611778201,6.569641544,6.751806331,6.593348907,6.747373973,6.637509021,6.421717875,6.421545349,6.611778201,6.735223254,6.489568041,6.789008557,6.296661491
X1559810_at,5.15493644,5.234922208,5.055791585,5.26474057,5.139257071,5.388526907,5.324498294,5.674600117,5.282646157,5.242957158,5.428173794,5.094225135,5.549178345,5.211193123,5.954667903
X1559812_at,5.247772849,5.269411712,5.023382925,4.873397798,5.086279945,5.109410739,5.311744763,5.384236186,5.269411712,5.38817388,5.680865016,5.687535288,5.421139049,5.270446415,5.294820705
X1559813_at,5.424940442,5.690470451,5.552297518,5.685969108,5.566243995,5.473553826,5.727510336,5.450137685,5.591659466,5.446344634,5.591659466,5.591659466,5.700436132,5.385247056,6.320277993
X1559814_at,4.991280274,4.99108034,5.040196782,5.037420836,5.594387187,5.14634382,4.973874529,4.894379891,5.058961354,5.071001327,5.071001327,5.121642322,5.053616607,4.80404222,6.044279287
X1559817_at,6.277051462,6.103291303,6.450251209,6.309217364,6.374013114,6.022446435,6.270090205,6.274193827,6.312448947,6.260528978,6.190865264,6.049804708,6.08134505,6.095819172,5.997413731
X1559820_at,6.117410643,6.064803158,6.083198368,6.089418581,5.899618215,6.093386039,6.04408177,5.916016704,5.979019788,5.942146166,6.12179209,6.068526983,6.128772249,6.391772742,6.205115994
X1559821_at,6.712233584,6.927109316,6.605491981,6.652703005,6.660293879,6.476109618,6.660293879,6.680833253,6.486381222,6.635479423,6.837266802,6.825610715,6.714618436,6.94935324,6.424867299
X1559822_s_at,6.926329192,6.803599875,6.522075938,6.229506009,7.17171013,7.13635491,6.78227729,6.386337156,7.472042971,7.221822876,6.99881469,6.777185819,8.234092143,7.196856801,7.919397943
X1559826_a_at,7.965170401,8.005222919,6.727731377,6.522434935,6.758394064,6.673993412,9.823595619,8.577459049,6.454748124,6.456062759,7.12603668,6.449617784,6.436608159,6.488373702,6.878164456
X1559827_at,7.927428836,7.517844854,5.151123596,5.217635091,4.812361126,4.910633205,5.76090803,5.399244935,5.580070145,5.470162683,5.752895879,4.809647434,5.02606254,5.107004377,5.638552951
X1559828_at,6.045783177,6.053860032,5.862367158,5.983465244,6.023641718,5.947339494,6.114821353,6.047876851,6.392945659,6.045783177,6.431382437,6.131706145,5.956432363,6.19601406,6.023641718
X1559833_at,4.398200335,4.491115434,4.411867706,4.423319959,4.518131838,4.340387809,4.439785561,4.508357677,4.475925292,4.406999368,4.83555522,4.583524979,4.508357677,4.572169342,4.754010476
X1559835_at,5.467393173,5.523338118,5.473434861,5.523040026,5.632858905,5.854385985,5.60175592,5.537138117,6.13087747,6.233413881,6.574329457,5.477882571,5.462809983,5.679555229,5.64268083
X1559837_at,4.985263229,5.058322685,5.176210932,4.902479568,5.004137024,5.166421962,5.002389216,4.876389513,5.020356429,5.182351643,5.464264924,5.152108091,5.020356429,4.991208825,4.936067521
X1559839_at,4.104717053,4.13521066,4.229518863,4.197268267,4.464148649,5.24120237,4.276295714,4.194441285,4.58047488,5.313190222,5.127932294,4.544415615,4.164496424,4.807406146,4.348110556
X1559840_s_at,5.309873164,5.059576883,5.015226263,4.999951169,6.472646303,7.329603631,4.964959273,4.852175039,7.149711722,6.949662688,6.883563935,5.86700599,5.513926616,6.014805584,5.88481575
X1559842_at,4.017448276,4.228898726,4.081488313,4.083305591,4.084738043,4.147041204,4.194166402,4.14106938,4.080187462,4.208202145,4.206394456,4.14106938,3.979172258,4.331307166,4.114755183
X1559843_s_at,4.578501594,4.549678032,4.555497954,4.520682244,4.478269233,4.469210186,4.610801716,4.578501594,4.381641174,4.616915726,4.640282019,4.593090043,4.578501594,4.516402821,5.469392245
X1559848_at,4.583834699,4.390800629,4.729272376,4.666725982,4.505259772,4.368721802,4.754666791,4.599698679,4.231369764,4.322602872,4.30260924,4.242926494,4.259213306,4.316066129,4.183465591
