,GSM8391918_H23-Ctrl.CEL.gz,GSM8391919_H23-KRAS-C12.CEL.gz,GSM8391920_H358-Ctrl.CEL.gz,GSM8391921_H358-KRAS-C12.CEL.gz,GSM8391922_H1792-Ctrl.CEL.gz,GSM8391923_H1792-KRAS-C12.CEL.gz,GSM8391924_H441-Ctrl.CEL.gz,GSM8391925_H441-KRAS-V12.CEL.gz,GSM8391926_H1299-Ctrl.CEL.gz,GSM8391927_H1299-KRAS-C12.CEL.gz,GSM8391928_H1299-KRAS-V12.CEL.gz,GSM8398301_HBEC3.CEL.gz,GSM8398302_HBEC3-K.CEL.gz,GSM8398303_HBEC3-p53.CEL.gz,GSM8398304_HBEC3-p53K.CEL.gz
X1559849_at,4.160376607,4.21061984,4.250639068,4.255571453,4.209708918,4.14053193,4.083938775,4.088508197,4.209659947,4.209708918,4.342072671,4.191705932,4.259812908,4.234430445,4.3680845
X1559856_s_at,4.231747254,4.273912139,4.259672638,4.222650744,4.252491188,4.254980708,4.273912139,4.382623657,4.352713747,4.334473377,4.581615924,4.292379909,4.273912139,4.178642936,4.463265594
X1559861_at,5.930586645,6.164259731,6.496809762,6.735024107,6.104693012,6.203416775,6.120796811,6.274441765,6.41940799,6.441363686,6.358659371,5.830484623,6.011910794,5.651251046,6.344685562
X1559862_at,4.77157568,4.453158619,4.277950339,4.429659116,4.311218087,4.416262045,4.380679333,4.301995407,4.175728076,4.198636758,4.122999646,4.103049049,4.415955053,4.120916459,4.151746008
X1559863_a_at,6.644434222,6.748352377,6.482081079,6.616909124,6.815421742,6.572091377,6.624051839,6.596577689,6.686750062,6.463029055,6.752303165,6.97664371,6.98540846,6.979363269,7.144426541
X1559864_at,6.880484876,6.825598644,6.688740364,6.899213805,6.726831752,6.806755888,6.795110426,6.585418014,6.655592675,6.351779585,6.637985221,7.007355661,6.946381114,7.082856775,7.209376612
X1559865_at,4.355975484,4.379324218,4.272107266,4.291507827,4.43994513,4.355002824,4.39813964,4.379692836,4.487517132,4.527001607,4.39813964,4.654423135,4.501917585,4.550602913,4.424855259
X1559867_at,8.079205423,8.066563771,8.53177927,8.590660972,9.029463584,8.980947062,8.32455186,8.25332122,8.184848273,8.123321127,8.434777879,8.355401581,8.350823383,9.516897491,8.477861432
X1559870_at,7.535789601,7.42536372,6.877940214,7.055916095,7.224294554,7.022489862,7.275226053,7.065648372,6.721002471,7.152391697,7.086038327,7.384034227,7.54026577,7.49306982,8.107921015
X1559871_s_at,5.314515778,5.212671952,4.800232971,4.993714474,4.966892729,5.073027372,4.959708837,5.088534036,5.179753601,5.073027372,5.220139021,5.069744775,5.137505881,5.189586974,5.478094383
X1559876_at,5.895671568,5.876924479,5.860957637,5.854329402,5.820885317,5.860957637,5.877643547,5.860957637,5.889697397,5.860957637,5.956003729,5.879303349,5.8548274,5.611850705,5.82357693
X1559877_at,6.220191461,6.302362915,6.305499292,6.137832179,6.318402804,6.248542854,6.386995563,6.508901729,6.442115069,6.362877085,6.596974385,6.338817259,6.368386088,6.706744396,6.384168568
X1559879_a_at,4.597032618,4.61591691,4.441056717,4.557501923,4.500149835,4.567537404,4.637538286,4.570957511,4.603771257,4.609702494,4.795606883,4.742688073,4.61591691,4.862760912,4.971967823
X1559880_at,5.526093258,5.526093258,5.50416206,5.526093258,5.466402729,5.2688811,5.459462949,5.359089713,5.351711845,5.520165841,5.298376922,5.805140292,5.874413234,5.578619059,5.947877702
X1559881_s_at,7.537023022,7.434354714,6.879636223,6.64303093,7.066124213,7.144447165,6.862794064,6.480053616,5.427963981,5.848519672,5.785837239,6.375737001,6.047491198,5.880796399,6.779821482
X1559882_at,4.740682137,4.606131109,4.659060602,4.633820338,4.711523839,4.554989976,4.726195117,4.665847826,4.615146156,4.682215139,4.670176684,4.771059007,4.562154939,4.684157312,4.333598614
X1559883_s_at,4.818862477,4.917037461,5.020936467,4.824089884,5.536682535,5.203493454,4.869173524,5.068364056,4.673710767,4.57694158,4.604453482,4.615330308,4.433874523,4.61119782,4.76671143
X1559884_at,4.801054236,4.849303512,4.99994367,4.920575623,4.935561261,4.901550286,4.94271571,4.951499285,4.86725714,4.935561261,4.963849037,4.935561261,4.960109137,4.977268746,5.208898034
X1559889_at,5.275201326,5.341931838,5.479158617,5.337368316,5.525037107,5.57514022,5.314515778,5.243503176,5.468652475,5.184376399,5.409853941,5.31047541,5.273084809,5.402539212,5.319964146
X1559890_a_at,4.167073832,4.171465624,4.114287574,4.014888881,4.116806771,4.239967349,4.107584091,4.13585442,4.103878382,4.152671627,4.217355321,4.097863254,4.092975382,4.051711161,4.085429964
X1559891_at,6.913985909,6.750018015,7.381292668,7.099314491,7.44740819,6.927109316,7.284801554,7.011543731,6.848446226,6.927109316,6.830905776,6.951341568,6.73714437,6.883835542,6.620897362
X1559893_at,5.987766086,5.696114851,5.890637078,5.581645744,5.885766324,5.713664073,6.051114868,5.88085038,6.962288769,7.124492333,7.698194651,5.485881651,5.108890378,5.885766324,5.153364209
X1559895_x_at,4.111872595,4.265681458,4.099020838,4.232100395,4.194715361,4.249015196,4.265109027,4.357216721,4.12773076,4.192391632,4.314574252,4.318047803,4.16814525,4.358856983,4.567152092
X1559901_s_at,4.890826954,4.996008852,4.723601877,4.83418455,4.744181718,4.76461102,4.890826954,4.890826954,4.826142371,5.080381996,4.946548845,5.323800697,4.906559466,5.485798058,4.789344088
X1559902_at,6.498023729,6.559604932,6.555739228,6.640790095,6.691569955,6.516850928,6.559604932,6.551124041,6.503283637,6.859828004,6.823006566,6.683437221,6.308467722,6.559604932,6.63077047
X1559909_a_at,7.065876179,7.145233977,7.120947373,7.010049457,7.136799708,7.245013218,7.232387028,7.133875002,7.240943151,7.331247532,7.167550496,7.240152941,7.302547117,7.278228696,7.358688591
X1559910_at,6.550514625,6.700147243,7.011830749,7.131019768,8.484061961,7.939689166,6.788063707,6.774055733,6.640389519,6.44403675,6.421594139,6.797913209,7.084379208,6.763352731,7.057797482
X1559911_at,6.344685562,6.418837824,6.343125943,6.482224786,6.298940576,6.342679582,6.460572467,6.308800427,6.296867528,6.136081512,6.288831313,6.357129884,6.342679582,6.216178301,6.342679582
X1559914_at,4.606050141,4.606050141,4.588085627,4.764239702,4.606050141,4.681836421,4.787898347,4.606050141,4.58047488,4.493295154,4.417259166,4.525959775,4.725831516,4.667856905,4.537236966
X1559915_at,5.535532481,5.546854907,5.579045433,5.503993706,5.282844378,5.39528058,5.694238507,5.432734293,5.674454799,5.536440287,5.610209498,5.572256786,6.187059827,5.963728204,6.831987146
X1559916_a_at,5.585233432,5.636038631,5.298969659,5.383966547,5.459901942,5.535801765,5.659636977,5.496955577,5.485644044,5.564534761,5.329466593,5.634107092,5.344403534,5.591179027,5.437324075
X1559917_a_at,7.578338104,7.579444665,7.864095106,7.998354813,7.480692451,7.316753377,7.952198972,8.14729733,7.205028056,7.408950361,7.412675573,7.78612415,7.927630917,7.911453284,8.112428009
X1559920_a_at,4.728244904,4.889061297,4.896858052,4.768315948,4.804129438,4.696446972,4.851023647,4.861607385,4.914553152,4.90082739,4.917667854,5.054328361,4.894188416,5.196365501,4.883108094
X1559921_at,7.056252102,7.112282521,7.251891015,7.133985633,7.088439857,7.110272524,7.220317418,6.957544167,6.989035013,7.07949299,6.813470649,7.371661135,7.353321558,7.405998059,7.285820411
X1559922_at,6.990183751,6.987352469,6.606395446,6.307548909,6.138197681,6.200688035,6.275275799,6.494517134,7.00240247,6.648761557,6.86424942,6.643481708,6.568773784,6.639642513,6.629682956
X1559923_at,4.581284444,4.299559142,4.323238319,4.131352411,4.337416376,4.26245659,4.453783202,4.463980873,4.318814635,4.356842707,4.49065452,4.549037256,4.402541236,4.305435662,4.805559225
X1559924_at,7.41139316,7.526661716,7.23123373,7.257785246,7.397068795,7.295549823,7.444491055,7.294788649,7.453528973,7.470666964,7.601448363,7.606745146,7.516291322,7.520841193,8.618418844
X1559925_s_at,5.605114125,5.71712074,5.71712074,5.432778483,5.611632276,5.900345631,5.825284328,5.71712074,5.309782848,5.876020837,5.920971884,5.719499391,5.757605365,5.83023879,5.517439647
X1559926_at,5.01718201,5.239106026,4.71445313,4.713299968,4.934933201,4.983847027,4.999293493,4.983847027,4.983847027,4.691891424,4.762436281,5.412288991,5.307234943,5.235714171,5.058783264
X1559927_a_at,7.225505381,7.278690474,7.415053121,7.358078601,7.278690474,7.217508309,7.278690474,7.500891909,7.270714402,7.377956933,7.308967594,7.135734028,7.211832416,7.318572413,7.301197175
X1559928_at,5.791437682,5.916522222,5.747642394,5.514963742,6.317789723,5.905793334,5.789251736,5.873712773,5.946543447,5.531464491,6.163145668,5.977181416,5.915108548,5.674485725,6.07126452
X1559929_at,5.761916095,5.615479047,6.329351662,6.569439115,5.684274191,5.59089797,6.222374095,6.138525599,6.7125873,7.120377619,6.958229323,6.002185086,6.188594997,6.037583456,6.467591528
X1559930_at,4.485568975,4.530361286,4.477290526,4.536001565,4.574466031,4.590526737,4.503015381,4.570464732,4.530361286,4.526574209,4.565171896,4.399702009,4.316181354,4.554389918,4.519872735
X1559932_at,4.480303811,4.34330505,4.562939699,4.53754529,4.296242955,4.609546402,4.520468666,4.300156878,4.504852486,4.456122468,4.384313498,4.723899143,4.64257273,4.665154122,4.57484291
X1559936_at,5.697466456,5.584558295,5.162666057,5.158651965,5.173361755,5.205232678,5.37934041,5.589426646,5.592551511,5.486112025,5.555065334,5.521895764,5.149096092,5.360826237,6.359599875
X1559939_at,5.70366016,5.753083275,5.742385318,5.789442795,5.85344551,6.017018088,5.99982882,5.973931444,5.744048627,6.251901508,5.989154423,5.935575592,6.540052136,5.727186054,6.078999409
X1559940_s_at,7.447239851,7.587327855,7.425978324,7.437485274,7.448604382,7.384717313,7.417655552,7.550981994,7.324407635,7.497603557,7.662019046,7.704777601,7.571089534,7.735459524,7.455985926
X1559942_at,6.375737001,6.310184209,8.209058488,8.060701839,7.223831672,7.276302773,6.869241476,7.513775445,7.253984568,7.706188041,7.565123483,5.590045918,5.435054142,5.930325638,5.743032001
X1559945_at,5.404046031,5.360763182,5.573158119,5.673370411,5.566430573,5.448274888,5.392392073,5.166984371,5.429403387,5.543508718,5.230695068,6.187370511,5.935672437,5.787348446,5.783998074
X1559946_s_at,11.67812372,11.56765696,11.8438798,11.69157346,12.11366544,12.0382709,11.0240385,10.90179683,11.750495,11.80098485,12.04321305,11.72957403,9.911146487,11.95564461,11.10313923
X1559948_at,6.272997374,5.877861938,5.556908292,5.46619639,5.542517416,5.360805908,5.914695184,6.17083058,6.407033187,6.73444946,7.272127295,5.765412006,5.52908937,5.690415657,6.381941199
X1559949_at,4.401732342,4.589407466,4.722836513,4.800388237,4.61128262,4.702667645,4.702667645,4.791367662,4.757343802,4.702667645,4.702667645,4.761119814,4.742005129,4.756625175,4.652776408
X1559950_at,7.294749894,7.525318959,6.567095902,6.908659398,6.81469799,6.888402552,6.664018799,6.771464594,7.103625724,7.257593451,7.380451036,6.904764274,6.919029073,6.978885087,6.75744325
X1559952_x_at,6.492412982,6.457109099,5.842519306,5.629457391,5.577901679,5.739758922,5.565863228,5.9373715,6.390871267,6.112806152,6.430951769,5.888947731,6.229083429,5.881713105,5.944724901
X1559953_at,4.341671959,4.373227633,4.396348237,4.414730347,4.41652664,4.377901433,4.358990883,4.500233633,4.390643271,4.50297957,4.34572789,4.379120499,4.355845906,4.407102196,4.340843985
X1559954_s_at,7.749906059,7.875537394,8.818206987,8.400321313,7.533001294,7.596098016,7.776839542,8.398710482,5.322558016,5.75243054,5.600750627,5.239092684,5.128172656,5.411291672,5.869597125
X1559956_at,5.731633799,5.916807657,5.619748917,5.71712074,5.632048369,5.709822699,5.730257944,5.794431996,5.811736537,5.60185703,5.792394996,5.647150442,5.662218128,5.764834695,5.83014543
X1559957_a_at,4.498170486,4.550063842,4.351435714,4.369430762,4.521356042,4.556154994,4.631911459,4.655625884,4.501806399,4.695690379,4.611831655,4.44749571,4.151925763,4.501806399,4.427250112
X1559960_x_at,6.092966865,6.114733135,6.469634859,6.73131142,5.536017383,5.364498991,5.449451705,5.583432468,6.635852142,6.500693123,6.853623834,5.579953992,5.368682021,5.584777401,5.331565756
X1559964_at,5.719090636,5.181965455,4.486006429,4.442108229,4.501809211,4.527075818,5.827509348,4.828275771,4.207192255,4.419494436,4.335831295,4.299435499,4.414485046,4.47045877,4.416468194
X1559965_at,4.201422328,4.138294101,4.170885551,4.383774802,4.162228314,4.570790566,4.146152596,4.048568961,6.875058455,6.496148919,6.252443439,4.245041382,4.398590939,4.148484815,4.343135238
X1559966_a_at,5.19754479,5.265745821,5.301916037,5.282318148,5.315703489,5.554370231,5.301916037,5.357214517,5.901776189,6.115584159,6.322847232,5.188805398,5.311595993,5.179344439,5.357214517
X1559970_at,5.295336469,4.818458391,4.812697904,4.760644043,4.780646145,4.699493701,4.389240469,4.501806399,4.50821944,4.476931072,4.751314066,5.560139904,5.928050811,5.438957,5.615823036
X1559971_at,6.192611702,6.219367986,6.052870381,6.033258072,6.095709235,6.052870381,6.040232223,5.943796847,6.233941715,6.252416223,6.052870381,5.977181416,5.749923079,5.702182332,6.052870381
X1559975_at,5.051707092,4.710749656,4.963156566,4.900809752,4.919389085,4.799920177,5.173474652,4.98229357,4.547610814,4.775819145,4.892099052,4.778871997,4.966391102,4.81194094,4.913824112
X1559976_at,6.810427568,6.336766603,5.66768631,5.703844567,6.089205348,6.40263122,5.894400948,5.933933729,6.907467814,6.425903286,6.271884147,5.992303946,5.738683399,5.851987936,6.272302421
X1559977_a_at,7.421015454,7.625502581,7.441718414,7.503580914,7.428476411,7.546852041,7.589723501,7.335863211,7.44145463,7.433489137,7.636217529,8.152366828,8.161902018,7.709958913,8.102823084
X1559979_at,5.527770378,5.661530333,5.573643951,5.54111858,5.475298784,5.3323695,5.544873586,5.519801311,5.256180761,5.426491656,5.596812589,5.799700207,5.537048241,5.54111858,6.002616627
X1559980_at,4.44996837,4.355109313,4.354731802,4.615207179,4.296242955,4.386245787,4.461593951,4.648392701,4.507002129,4.371009773,4.461593951,4.522567694,4.598754134,4.888919797,4.363245611
X1559982_s_at,5.41797161,5.564507449,5.769785696,5.776780926,5.88809768,5.639316966,5.506486004,5.829371094,5.732034722,5.94181627,5.662759021,5.639316966,5.352832385,5.407318256,5.414040132
X1559986_at,4.305475711,4.371307697,4.31236437,4.323624862,4.232534427,4.344417161,4.323624862,4.435927576,4.203085873,4.19043226,4.307496032,4.437825785,4.261147114,4.213765656,4.544171216
X1559987_at,6.041644704,6.20162526,5.838550692,5.885681498,5.914695184,5.734560005,5.986867286,5.989863336,6.079436291,6.060589654,6.128539733,6.101068209,6.354554092,6.117099153,7.113179637
X1559988_at,5.17484301,5.143124374,5.20287241,5.322018789,5.086865013,5.099344438,5.184145743,5.074669787,5.175665292,5.175665292,5.154547754,5.23471368,5.306014126,5.147803719,5.556307974
X1559989_at,7.2064255,7.56305011,7.221703804,7.396777565,7.191596106,7.032617615,7.284512102,7.220032752,7.290745163,7.255538181,7.385495086,7.857835811,7.613870204,7.678272439,7.93802781
X1559990_at,4.833730992,4.945706647,4.914729819,4.970330867,4.900797863,4.945706647,5.098692729,4.812697904,4.881669391,4.945706647,4.856250354,5.102924211,4.945706647,4.744018879,5.582578048
X1559991_s_at,5.53969757,5.638828073,5.371551915,5.478224067,5.32400415,5.492705583,5.477438509,5.420187552,5.442198826,5.434068678,5.563696258,6.015495074,5.935167178,5.680371767,6.236570395
X1559992_a_at,4.430345207,4.425485545,4.427478918,4.378445127,4.560360307,4.386245787,4.430345207,4.426559092,4.330631014,4.433369004,4.419053604,4.430345207,4.598687559,4.716602542,4.888549839
X1559993_at,5.147645815,5.074450512,4.997996582,4.656588474,5.118566074,4.782987532,5.022222121,4.884527392,4.820035331,4.876287568,4.924977428,5.622575125,5.690740577,4.979607675,4.944301756
X1559995_at,6.664730887,6.793338637,6.772326489,6.525970695,6.45401826,6.772326489,6.483206159,6.863030608,6.869195755,6.560225978,6.798747508,7.120799095,7.877852974,7.100896993,7.577627437
X1559996_s_at,6.344685562,6.341078337,6.341078337,6.09613296,6.463596338,6.177524644,6.384539184,6.213576447,6.460881204,6.707323245,6.364285252,6.262689674,5.868347145,6.335185858,5.71500233
X1559997_x_at,7.061424199,7.140225807,6.90783542,7.058396722,7.056290598,6.879834651,6.865753893,7.139395279,7.095703079,7.168567,7.189969173,6.899447891,7.067162109,7.374287423,7.385831447
X1560001_at,7.259123017,7.451068427,6.999469627,7.073389881,6.787439272,7.086669285,7.355972728,7.027707174,6.959750225,7.152230473,7.182903404,7.254378979,7.399481243,7.337196516,8.371860852
X1560002_at,4.75183604,4.6413937,4.790311877,4.754466498,4.747125061,4.624195833,4.797158955,4.607548126,5.364373578,4.990247757,4.900435286,5.042620038,4.959379936,4.766232849,5.17894999
X1560006_a_at,6.516261407,6.732497196,6.516261407,6.446440503,6.703311233,7.008017418,6.516261407,6.477790629,6.345919695,6.382900256,6.476205319,6.350000282,6.166979025,6.373103456,6.452054016
X1560007_at,4.931262653,5.078453836,4.975026606,5.000910463,5.12804198,5.037775066,5.2920054,5.205933642,5.588401173,5.522937055,5.556090145,4.948795639,4.939650343,5.091808127,4.857305067
X1560010_a_at,6.368967218,6.6176204,6.414556938,6.389012271,6.428169576,6.256569273,6.473406492,6.421090235,6.288083645,6.616460182,6.737966465,6.457714628,6.628649638,6.590170711,7.492674579
X1560011_at,5.464468453,5.300341587,5.787003999,5.337368316,5.441768882,5.124163792,5.441768882,5.441768882,5.311571578,5.105719459,5.327884252,5.920826407,5.622595016,6.368423474,5.905589741
X1560012_at,4.426175135,4.474096763,4.4394179,4.489851608,4.336726606,4.39073328,4.413892902,4.458668625,4.742652203,4.580805865,4.587879667,4.400911403,4.588727512,4.545467487,4.479638809
X1560013_at,4.651367082,4.655969259,4.69152735,4.76126102,5.250271493,5.199338733,6.01696331,5.816382804,4.777261171,4.724292365,4.759569415,4.973425228,4.556629965,4.650910474,4.82380897
X1560014_s_at,5.237853438,5.392032782,5.286115729,5.420856343,5.923777805,6.017339681,6.505012021,6.241599704,5.510263406,5.678073901,5.589675336,5.450739568,5.485644044,5.514249066,5.416940506
X1560017_at,5.08535683,5.098443238,5.352643176,5.447803175,4.96858818,4.926877358,5.411708461,5.447357106,5.133255161,4.641195387,4.902365386,6.626019369,6.311123315,5.514019146,5.897372048
X1560018_at,4.735610289,4.686085187,4.735610289,4.677258933,4.78275291,4.792830281,4.736065439,4.735610289,4.646636795,4.674900989,4.629517153,4.82800844,4.75183604,4.702561106,4.780207272
X1560019_at,8.290349115,7.650541985,6.180952057,5.811029996,6.178701841,6.05691456,5.417052512,5.485831599,8.009206465,7.7274309,8.129012723,5.474415845,6.627106567,5.506278657,6.430338653
X1560020_at,4.902556299,4.938066177,4.992143701,4.877489356,4.945115917,4.942304382,5.149745132,4.979879568,4.979879568,4.979879568,5.031074916,4.863606864,4.8437136,5.235539923,4.979879568
X1560021_at,4.747313244,4.629235555,4.855643998,4.798466334,4.772972876,4.774221476,4.746674602,4.959613283,4.966900445,4.798466334,5.098443238,4.825745104,4.706352377,4.62969567,4.641258381
